LSOA_code,outcome_type,crime_type,date_year,date_month
1030,0,1,2019,3
794,0,8,2019,3
492,0,8,2019,3
837,1,9,2019,3
628,1,8,2019,3
794,0,8,2019,3
525,0,8,2019,3
860,1,9,2019,3
475,1,2,2019,3
475,0,3,2019,3
727,0,8,2019,3
643,0,9,2019,3
475,1,9,2019,3
995,0,9,2019,3
894,0,8,2019,3
995,0,5,2019,3
995,0,5,2019,3
898,0,8,2019,3
995,0,5,2019,3
995,0,5,2019,3
489,0,5,2019,3
595,1,8,2019,3
748,0,8,2019,3
469,0,5,2019,3
859,0,8,2019,3
431,0,8,2019,3
1051,0,9,2019,3
908,1,7,2019,3
891,1,0,2019,3
939,1,8,2019,3
476,0,8,2019,3
919,1,9,2019,3
1161,0,8,2019,3
537,0,8,2019,3
938,0,8,2019,3
938,0,8,2019,3
472,0,8,2019,3
1099,0,8,2019,3
745,0,8,2019,3
1066,0,3,2019,3
535,1,2,2019,3
535,1,5,2019,3
1066,0,5,2019,3
1066,0,5,2019,3
535,1,1,2019,3
707,0,8,2019,3
754,1,8,2019,3
625,1,4,2019,3
839,0,1,2019,3
876,1,2,2019,3
769,0,8,2019,3
995,0,8,2019,3
804,0,8,2019,3
524,1,9,2019,3
643,0,8,2019,3
751,1,8,2019,3
625,0,1,2019,3
625,0,8,2019,3
991,1,8,2019,3
541,0,8,2019,3
991,1,8,2019,3
541,0,8,2019,3
991,1,8,2019,3
999,1,9,2019,3
991,1,3,2019,3
484,1,5,2019,3
991,1,1,2019,3
891,1,8,2019,3
769,0,8,2019,3
794,0,9,2019,3
532,1,8,2019,3
891,1,9,2019,3
1032,0,8,2019,3
665,0,5,2019,3
461,1,5,2019,3
587,1,9,2019,3
711,0,5,2019,3
728,0,8,2019,3
993,1,9,2019,3
845,0,8,2019,3
532,1,8,2019,3
988,1,9,2019,3
673,0,8,2019,3
481,0,1,2019,3
821,0,3,2019,3
671,1,8,2019,3
908,0,5,2019,3
1073,0,8,2019,3
739,0,8,2019,3
804,0,8,2019,3
779,1,8,2019,3
710,0,9,2019,3
461,0,8,2019,3
889,0,8,2019,3
919,1,9,2019,3
1147,1,8,2019,3
747,0,5,2019,3
531,0,1,2019,3
484,0,8,2019,3
784,0,8,2019,3
519,0,8,2019,3
931,0,8,2019,3
461,1,8,2019,3
977,1,8,2019,3
997,0,8,2019,3
519,0,8,2019,3
817,0,8,2019,3
469,0,8,2019,3
655,1,8,2019,3
655,1,8,2019,3
1013,0,8,2019,3
822,0,8,2019,3
609,0,8,2019,3
656,0,8,2019,3
656,0,8,2019,3
609,0,8,2019,3
689,0,9,2019,3
456,0,8,2019,3
475,0,6,2019,3
578,1,9,2019,3
904,0,8,2019,3
1066,1,8,2019,3
1161,1,8,2019,3
535,1,4,2019,3
1161,1,8,2019,3
1161,1,8,2019,3
667,0,8,2019,3
688,0,8,2019,3
830,0,9,2019,3
688,0,8,2019,3
564,1,8,2019,3
688,0,8,2019,3
750,0,8,2019,3
750,0,8,2019,3
888,0,1,2019,3
728,0,8,2019,3
536,0,8,2019,3
535,1,2,2019,3
894,0,3,2019,3
439,1,2,2019,3
857,0,0,2019,3
1096,0,5,2019,3
672,0,5,2019,3
994,1,2,2019,3
893,0,8,2019,3
964,0,5,2019,3
810,0,8,2019,3
1085,0,5,2019,3
998,0,8,2019,3
758,0,7,2019,3
1165,1,2,2019,3
1054,0,8,2019,3
460,1,9,2019,3
804,0,8,2019,3
860,1,9,2019,3
555,1,9,2019,3
688,0,3,2019,3
1054,0,8,2019,3
458,1,9,2019,3
440,0,8,2019,3
870,1,8,2019,3
468,0,9,2019,3
515,0,8,2019,3
860,1,9,2019,3
709,1,8,2019,3
919,0,8,2019,3
818,1,3,2019,3
981,0,8,2019,3
976,0,9,2019,3
676,0,1,2019,3
662,0,8,2019,3
1038,0,8,2019,3
1024,1,8,2019,3
28,1,2,2019,3
439,0,7,2019,3
477,0,1,2019,3
890,1,2,2019,3
1146,1,9,2019,3
615,0,8,2019,3
604,0,8,2019,3
1055,0,8,2019,3
908,0,8,2019,3
908,0,8,2019,3
981,0,8,2019,3
1089,0,1,2019,3
994,0,8,2019,3
685,0,8,2019,3
535,0,8,2019,3
994,0,8,2019,3
664,0,8,2019,3
611,0,8,2019,3
1055,0,8,2019,3
888,1,2,2019,3
676,1,9,2019,3
1097,0,8,2019,3
453,1,2,2019,3
693,0,7,2019,3
749,1,8,2019,3
749,1,8,2019,3
1033,0,8,2019,3
1033,0,8,2019,3
921,0,5,2019,3
891,1,8,2019,3
891,1,8,2019,3
431,0,8,2019,3
821,0,5,2019,3
445,0,8,2019,3
510,1,3,2019,3
891,1,5,2019,3
894,0,8,2019,3
605,1,9,2019,3
661,0,5,2019,3
1000,0,1,2019,3
994,1,8,2019,3
661,0,5,2019,3
537,0,8,2019,3
539,0,8,2019,3
992,0,8,2019,3
681,0,8,2019,3
933,0,9,2019,3
468,0,8,2019,3
993,0,9,2019,3
995,0,9,2019,3
995,0,9,2019,3
1032,0,8,2019,3
995,0,9,2019,3
995,0,9,2019,3
995,0,9,2019,3
995,0,9,2019,3
925,0,1,2019,3
995,0,9,2019,3
662,0,8,2019,3
871,0,2,2019,3
615,0,5,2019,3
615,0,4,2019,3
994,0,9,2019,3
671,0,8,2019,3
1161,0,8,2019,3
835,1,9,2019,3
891,0,8,2019,3
717,0,8,2019,3
891,1,9,2019,3
607,1,7,2019,3
835,1,9,2019,3
762,0,8,2019,3
891,0,3,2019,3
1086,0,5,2019,3
998,0,8,2019,3
458,0,7,2019,3
894,0,8,2019,3
439,0,5,2019,3
710,1,8,2019,3
823,1,2,2019,3
891,0,5,2019,3
1035,0,0,2019,3
891,0,8,2019,3
835,0,8,2019,3
572,1,2,2019,3
487,1,8,2019,3
891,0,8,2019,3
587,0,8,2019,3
922,1,8,2019,3
503,0,5,2019,3
919,1,8,2019,3
643,0,9,2019,3
649,0,8,2019,3
1057,0,9,2019,3
919,1,8,2019,3
1014,0,8,2019,3
1063,1,2,2019,3
475,0,8,2019,3
665,1,9,2019,3
544,0,3,2019,3
615,1,9,2019,3
665,1,9,2019,3
1078,0,8,2019,3
568,0,9,2019,3
1057,1,2,2019,3
677,0,8,2019,3
461,1,2,2019,3
891,1,9,2019,3
787,0,8,2019,3
1051,1,9,2019,3
626,1,5,2019,3
940,1,8,2019,3
120,0,8,2019,3
475,1,9,2019,3
940,1,8,2019,3
677,1,2,2019,3
919,1,8,2019,3
1035,0,8,2019,3
475,0,9,2019,3
479,0,8,2019,3
1065,0,8,2019,3
1024,0,8,2019,3
1065,0,8,2019,3
941,0,9,2019,3
1057,0,5,2019,3
475,1,8,2019,3
475,1,8,2019,3
1099,0,8,2019,3
891,1,2,2019,3
481,0,5,2019,3
1065,0,8,2019,3
1065,0,9,2019,3
1054,1,8,2019,3
715,1,9,2019,3
850,1,8,2019,3
850,1,1,2019,3
475,0,8,2019,3
1165,0,8,2019,3
926,1,8,2019,3
963,0,8,2019,3
579,1,8,2019,3
7,1,3,2019,3
678,1,5,2019,3
442,0,8,2019,3
694,0,8,2019,3
990,0,9,2019,3
814,1,8,2019,3
1000,0,8,2019,3
1061,0,8,2019,3
860,0,9,2019,3
914,0,8,2019,3
977,0,8,2019,3
631,0,8,2019,3
537,0,8,2019,3
897,0,1,2019,3
933,0,8,2019,3
907,0,9,2019,3
860,0,8,2019,3
860,0,8,2019,3
1068,1,2,2019,3
755,0,8,2019,3
894,1,8,2019,3
475,1,9,2019,3
919,1,8,2019,3
875,1,9,2019,3
587,0,8,2019,3
468,1,2,2019,3
475,1,9,2019,3
767,0,8,2019,3
475,1,8,2019,3
547,0,3,2019,3
620,0,7,2019,3
615,1,9,2019,3
939,0,5,2019,3
636,1,8,2019,3
556,1,8,2019,3
718,1,8,2019,3
468,1,2,2019,3
468,0,4,2019,3
1069,0,8,2019,3
1051,1,3,2019,3
1063,0,7,2019,3
756,0,1,2019,3
709,0,5,2019,3
750,0,8,2019,3
568,0,8,2019,3
475,0,3,2019,3
1021,0,8,2019,3
1055,1,8,2019,3
1021,0,8,2019,3
706,0,8,2019,3
651,0,8,2019,3
989,1,8,2019,3
1071,0,8,2019,3
908,1,9,2019,3
684,0,8,2019,3
469,0,8,2019,3
428,1,5,2019,3
814,0,8,2019,3
814,0,8,2019,3
1098,0,8,2019,3
1098,1,2,2019,3
679,1,8,2019,3
988,0,8,2019,3
1061,0,8,2019,3
740,1,8,2019,3
744,0,5,2019,3
1080,0,8,2019,3
891,1,9,2019,3
1009,0,5,2019,3
434,0,5,2019,3
1042,1,8,2019,3
860,1,1,2019,3
678,0,1,2019,3
431,0,8,2019,3
438,0,9,2019,3
554,1,2,2019,3
665,1,1,2019,3
470,0,8,2019,3
470,0,8,2019,3
672,0,8,2019,3
1146,1,9,2019,3
665,0,8,2019,3
450,0,8,2019,3
997,1,8,2019,3
647,0,1,2019,3
1053,0,8,2019,3
875,0,5,2019,3
894,0,5,2019,3
566,0,8,2019,3
587,1,9,2019,3
987,0,8,2019,3
488,0,8,2019,3
1035,1,5,2019,3
1035,1,8,2019,3
1035,1,8,2019,3
994,1,8,2019,3
929,0,8,2019,3
994,0,8,2019,3
665,1,8,2019,3
1000,1,5,2019,3
665,0,8,2019,3
895,0,8,2019,3
615,0,8,2019,3
750,0,8,2019,3
771,0,8,2019,3
120,1,2,2019,3
521,0,0,2019,3
881,1,2,2019,3
607,0,8,2019,3
529,0,5,2019,3
615,0,8,2019,3
649,0,8,2019,3
774,1,9,2019,3
674,0,2,2019,3
777,0,8,2019,3
768,1,1,2019,3
450,0,8,2019,3
484,0,9,2019,3
674,1,2,2019,3
484,0,8,2019,3
674,1,2,2019,3
637,0,9,2019,3
919,1,9,2019,3
636,0,8,2019,3
474,0,8,2019,3
786,0,8,2019,3
1078,1,8,2019,3
489,1,2,2019,3
1021,1,4,2019,3
626,0,7,2019,3
665,1,9,2019,3
835,0,9,2019,3
1021,1,8,2019,3
860,0,5,2019,3
1021,1,1,2019,3
667,0,9,2019,3
709,0,8,2019,3
1046,0,1,2019,3
804,1,8,2019,3
962,0,1,2019,3
998,0,8,2019,3
692,0,8,2019,3
927,1,8,2019,3
489,1,2,2019,3
894,0,8,2019,3
1053,0,8,2019,3
911,0,8,2019,3
799,0,8,2019,3
911,0,8,2019,3
678,0,8,2019,3
927,1,4,2019,3
1061,0,8,2019,3
678,0,8,2019,3
707,0,8,2019,3
649,0,7,2019,3
908,1,1,2019,3
649,0,1,2019,3
1055,1,8,2019,3
1032,0,8,2019,3
603,0,1,2019,3
603,0,5,2019,3
910,1,5,2019,3
908,0,5,2019,3
667,0,8,2019,3
686,0,8,2019,3
535,1,8,2019,3
702,0,9,2019,3
449,1,2,2019,3
449,1,2,2019,3
449,1,2,2019,3
494,1,5,2019,3
651,0,7,2019,3
1100,0,8,2019,3
908,1,9,2019,3
823,0,1,2019,3
455,0,8,2019,3
804,0,1,2019,3
587,1,9,2019,3
658,0,0,2019,3
908,0,5,2019,3
908,0,5,2019,3
510,1,3,2019,3
995,0,8,2019,3
649,0,8,2019,3
693,0,1,2019,3
535,0,8,2019,3
471,0,8,2019,3
994,0,8,2019,3
537,0,8,2019,3
476,0,8,2019,3
1150,0,8,2019,3
908,0,8,2019,3
573,0,8,2019,3
789,0,8,2019,3
733,0,1,2019,3
563,0,8,2019,3
470,0,5,2019,3
876,1,5,2019,3
640,0,8,2019,3
614,1,9,2019,3
581,0,5,2019,3
708,0,8,2019,3
708,0,8,2019,3
675,0,8,2019,3
910,0,8,2019,3
1025,0,8,2019,3
1025,0,8,2019,3
674,0,5,2019,3
651,0,8,2019,3
470,0,8,2019,3
992,0,8,2019,3
559,1,2,2019,3
535,0,8,2019,3
511,0,8,2019,3
483,1,8,2019,3
933,0,8,2019,3
983,0,8,2019,3
994,0,8,2019,3
481,0,8,2019,3
1161,1,8,2019,3
471,1,5,2019,3
443,1,2,2019,3
817,0,8,2019,3
792,0,5,2019,3
993,0,9,2019,3
1061,0,8,2019,3
606,1,2,2019,3
1052,0,8,2019,3
461,0,8,2019,3
536,1,2,2019,3
1006,1,8,2019,3
976,1,8,2019,3
1039,1,8,2019,3
1102,0,8,2019,3
970,0,5,2019,3
458,0,0,2019,3
522,1,8,2019,3
840,0,3,2019,3
668,0,8,2019,3
727,0,8,2019,3
1000,0,9,2019,3
434,1,8,2019,3
434,1,8,2019,3
713,0,8,2019,3
607,1,9,2019,3
607,1,9,2019,3
1044,0,8,2019,3
943,1,2,2019,3
611,1,5,2019,3
479,0,5,2019,3
910,0,8,2019,3
745,0,5,2019,3
745,0,5,2019,3
475,1,9,2019,3
432,0,5,2019,3
688,0,8,2019,3
546,1,2,2019,3
610,0,8,2019,3
615,1,9,2019,3
941,1,8,2019,3
507,0,5,2019,3
752,0,8,2019,3
950,1,8,2019,3
432,1,2,2019,3
911,0,8,2019,3
436,0,1,2019,3
1011,0,8,2019,3
1161,1,5,2019,3
466,1,8,2019,3
1017,1,2,2019,3
328,1,3,2019,3
704,0,8,2019,3
480,1,8,2019,3
727,0,8,2019,3
1152,0,8,2019,3
995,0,8,2019,3
537,1,8,2019,3
937,0,9,2019,3
536,1,2,2019,3
790,0,5,2019,3
564,1,8,2019,3
564,1,8,2019,3
789,0,8,2019,3
819,0,8,2019,3
442,0,8,2019,3
993,1,3,2019,3
902,0,8,2019,3
1007,1,8,2019,3
976,1,2,2019,3
586,1,9,2019,3
500,0,8,2019,3
1163,0,8,2019,3
463,0,8,2019,3
1013,0,8,2019,3
786,0,8,2019,3
679,0,5,2019,3
736,1,4,2019,3
894,0,5,2019,3
524,1,8,2019,3
524,1,9,2019,3
524,1,8,2019,3
1000,0,8,2019,3
744,0,6,2019,3
994,0,8,2019,3
458,0,8,2019,3
1000,0,9,2019,3
651,0,9,2019,3
496,0,8,2019,3
924,0,8,2019,3
1085,0,3,2019,3
1049,0,8,2019,3
1064,1,2,2019,3
458,0,8,2019,3
567,0,8,2019,3
303,0,2,2019,3
537,1,4,2019,3
674,0,8,2019,3
438,0,8,2019,3
529,0,8,2019,3
1044,0,8,2019,3
907,1,5,2019,3
665,0,8,2019,3
556,0,8,2019,3
522,0,8,2019,3
767,0,8,2019,3
767,1,8,2019,3
696,0,9,2019,3
891,0,9,2019,3
956,0,8,2019,3
911,1,8,2019,3
891,1,9,2019,3
636,0,5,2019,3
636,0,3,2019,3
1000,0,5,2019,3
994,1,9,2019,3
894,0,8,2019,3
535,1,9,2019,3
617,1,8,2019,3
535,1,9,2019,3
563,1,3,2019,3
844,1,8,2019,3
994,0,5,2019,3
535,1,1,2019,3
1146,1,9,2019,3
583,1,5,2019,3
1057,0,5,2019,3
709,0,8,2019,3
532,0,1,2019,3
891,1,8,2019,3
773,0,8,2019,3
993,1,9,2019,3
1009,1,8,2019,3
1009,1,8,2019,3
1009,1,8,2019,3
1009,1,8,2019,3
939,1,8,2019,3
860,0,8,2019,3
883,0,8,2019,3
441,1,5,2019,3
441,0,9,2019,3
857,1,5,2019,3
586,1,2,2019,3
909,1,4,2019,3
769,0,8,2019,3
800,1,7,2019,3
993,1,8,2019,3
879,0,8,2019,3
891,1,8,2019,3
879,0,8,2019,3
800,1,7,2019,3
907,1,1,2019,3
474,1,8,2019,3
677,1,8,2019,3
962,1,8,2019,3
891,1,1,2019,3
1065,0,8,2019,3
1009,1,1,2019,3
871,0,5,2019,3
617,1,8,2019,3
1088,0,5,2019,3
919,0,3,2019,3
1066,0,8,2019,3
767,0,8,2019,3
907,1,5,2019,3
1037,1,1,2019,3
833,1,8,2019,3
1037,0,8,2019,3
639,1,5,2019,3
909,0,8,2019,3
630,0,8,2019,3
1059,0,8,2019,3
911,1,8,2019,3
615,1,9,2019,3
911,1,8,2019,3
1067,0,5,2019,3
1067,0,8,2019,3
707,0,8,2019,3
981,0,8,2019,3
816,0,8,2019,3
816,0,8,2019,3
1050,1,2,2019,3
615,1,9,2019,3
891,1,9,2019,3
587,1,9,2019,3
583,0,8,2019,3
476,1,6,2019,3
907,1,9,2019,3
891,1,9,2019,3
1051,0,9,2019,3
475,1,8,2019,3
1017,0,8,2019,3
960,0,8,2019,3
960,1,8,2019,3
1003,1,8,2019,3
922,0,8,2019,3
994,0,6,2019,3
794,0,8,2019,3
779,1,8,2019,3
845,1,2,2019,3
845,1,8,2019,3
983,0,5,2019,3
983,0,5,2019,3
1075,0,5,2019,3
983,1,8,2019,3
865,0,8,2019,3
877,0,8,2019,3
1161,1,5,2019,3
1146,1,8,2019,3
464,1,8,2019,3
891,1,9,2019,3
489,1,5,2019,3
993,1,9,2019,3
431,0,3,2019,3
902,1,8,2019,3
984,1,9,2019,3
681,1,2,2019,3
464,1,5,2019,3
891,0,8,2019,3
995,1,3,2019,3
580,0,8,2019,3
983,0,8,2019,3
914,0,2,2019,3
994,1,2,2019,3
474,1,9,2019,3
680,0,1,2019,3
965,0,8,2019,3
676,1,9,2019,3
996,0,1,2019,3
919,1,9,2019,3
697,0,8,2019,3
591,1,9,2019,3
933,0,8,2019,3
714,0,8,2019,3
988,1,9,2019,3
1087,0,8,2019,3
950,0,8,2019,3
487,0,5,2019,3
716,1,8,2019,3
583,0,8,2019,3
448,0,8,2019,3
1161,0,8,2019,3
443,1,8,2019,3
908,0,8,2019,3
1161,0,8,2019,3
853,1,2,2019,3
1051,1,8,2019,3
1055,0,1,2019,3
663,0,8,2019,3
891,0,8,2019,3
767,0,8,2019,3
750,1,9,2019,3
677,0,3,2019,3
752,0,8,2019,3
677,0,3,2019,3
991,0,8,2019,3
1053,1,8,2019,3
1051,0,9,2019,3
461,0,8,2019,3
441,0,8,2019,3
907,1,8,2019,3
750,0,8,2019,3
535,0,9,2019,3
891,1,3,2019,3
891,1,3,2019,3
605,1,8,2019,3
1059,1,2,2019,3
440,0,9,2019,3
995,0,8,2019,3
1029,1,9,2019,3
587,1,9,2019,3
710,0,8,2019,3
941,0,1,2019,3
994,1,2,2019,3
791,0,8,2019,3
891,0,2,2019,3
838,0,9,2019,3
817,0,8,2019,3
1085,1,4,2019,3
615,0,8,2019,3
615,0,8,2019,3
1021,0,8,2019,3
562,1,8,2019,3
615,0,8,2019,3
1161,1,5,2019,3
474,1,8,2019,3
1161,1,5,2019,3
543,1,2,2019,3
663,0,8,2019,3
941,0,8,2019,3
910,1,8,2019,3
919,1,9,2019,3
434,1,8,2019,3
434,0,8,2019,3
888,0,3,2019,3
891,1,9,2019,3
891,1,9,2019,3
891,1,9,2019,3
962,0,9,2019,3
1042,1,8,2019,3
994,0,8,2019,3
444,0,5,2019,3
169,0,8,2019,3
508,0,8,2019,3
961,0,8,2019,3
805,0,8,2019,3
628,0,8,2019,3
977,0,8,2019,3
583,0,5,2019,3
844,0,8,2019,3
521,0,1,2019,3
840,1,8,2019,3
791,0,8,2019,3
1021,1,8,2019,3
460,1,2,2019,3
538,1,1,2019,3
475,1,2,2019,3
568,0,8,2019,3
994,1,9,2019,3
1027,0,3,2019,3
962,1,8,2019,3
784,0,8,2019,3
750,0,9,2019,3
978,0,8,2019,3
891,1,9,2019,3
310,1,2,2019,3
