LSOA_code,outcome_type,crime_type,date_year,date_month
994,0,8,2020,1
994,0,8,2020,1
676,0,8,2020,1
778,1,1,2020,1
394,0,0,2020,1
1049,1,2,2020,1
727,0,3,2020,1
1101,0,9,2020,1
1051,0,5,2020,1
803,0,8,2020,1
941,0,9,2020,1
1021,0,2,2020,1
499,0,8,2020,1
640,0,8,2020,1
767,0,9,2020,1
942,1,2,2020,1
774,0,4,2020,1
942,1,2,2020,1
919,0,9,2020,1
860,1,9,2020,1
908,1,8,2020,1
891,0,0,2020,1
894,1,8,2020,1
995,0,5,2020,1
1008,0,9,2020,1
476,0,8,2020,1
448,0,8,2020,1
738,0,5,2020,1
921,0,8,2020,1
475,0,2,2020,1
1149,0,8,2020,1
433,0,3,2020,1
544,0,8,2020,1
1021,0,7,2020,1
891,0,9,2020,1
891,0,3,2020,1
1060,0,5,2020,1
811,0,2,2020,1
928,0,8,2020,1
1089,1,8,2020,1
502,0,8,2020,1
989,0,5,2020,1
614,1,9,2020,1
614,1,8,2020,1
975,0,8,2020,1
675,0,3,2020,1
961,0,5,2020,1
841,0,7,2020,1
768,0,3,2020,1
891,0,8,2020,1
643,0,8,2020,1
430,0,2,2020,1
911,0,8,2020,1
995,0,5,2020,1
624,0,8,2020,1
1057,0,8,2020,1
676,0,6,2020,1
638,1,9,2020,1
962,0,8,2020,1
1151,1,3,2020,1
911,0,1,2020,1
1038,0,9,2020,1
151,0,8,2020,1
605,0,9,2020,1
537,0,8,2020,1
667,0,6,2020,1
455,0,8,2020,1
640,0,8,2020,1
640,0,3,2020,1
891,0,2,2020,1
1038,0,9,2020,1
576,0,8,2020,1
605,0,9,2020,1
1035,0,9,2020,1
995,0,9,2020,1
999,1,4,2020,1
978,0,2,2020,1
750,0,9,2020,1
624,0,8,2020,1
448,1,9,2020,1
750,0,9,2020,1
851,0,8,2020,1
899,0,4,2020,1
899,0,4,2020,1
897,1,8,2020,1
440,0,8,2020,1
480,0,8,2020,1
496,0,3,2020,1
786,1,8,2020,1
909,0,2,2020,1
938,1,8,2020,1
585,0,8,2020,1
41,0,5,2020,1
765,0,5,2020,1
922,0,8,2020,1
514,0,8,2020,1
845,0,8,2020,1
614,0,9,2020,1
583,1,9,2020,1
677,1,5,2020,1
1082,0,9,2020,1
671,0,8,2020,1
959,0,8,2020,1
623,0,2,2020,1
467,1,8,2020,1
959,0,8,2020,1
583,0,8,2020,1
467,0,8,2020,1
786,1,9,2020,1
553,0,8,2020,1
740,0,8,2020,1
872,0,8,2020,1
677,0,8,2020,1
677,0,8,2020,1
1146,1,8,2020,1
969,0,8,2020,1
1027,0,8,2020,1
994,0,8,2020,1
911,0,2,2020,1
657,0,8,2020,1
1054,0,1,2020,1
891,1,8,2020,1
611,0,5,2020,1
885,0,8,2020,1
487,0,8,2020,1
892,0,5,2020,1
532,0,8,2020,1
1035,0,9,2020,1
937,0,8,2020,1
475,0,3,2020,1
583,0,8,2020,1
542,0,8,2020,1
560,0,2,2020,1
560,0,2,2020,1
988,0,7,2020,1
831,0,7,2020,1
416,0,2,2020,1
432,0,2,2020,1
925,0,8,2020,1
582,0,5,2020,1
1089,0,9,2020,1
1161,0,8,2020,1
622,0,8,2020,1
488,0,8,2020,1
859,0,8,2020,1
778,0,5,2020,1
810,0,8,2020,1
540,0,8,2020,1
491,1,9,2020,1
540,0,8,2020,1
714,1,4,2020,1
891,1,8,2020,1
891,1,8,2020,1
933,1,8,2020,1
450,0,4,2020,1
714,1,2,2020,1
491,0,8,2020,1
649,0,7,2020,1
908,1,5,2020,1
922,0,8,2020,1
652,0,4,2020,1
652,0,3,2020,1
1001,0,2,2020,1
933,0,5,2020,1
933,0,5,2020,1
623,0,8,2020,1
554,0,5,2020,1
458,1,3,2020,1
927,0,5,2020,1
606,0,2,2020,1
891,1,5,2020,1
979,0,2,2020,1
528,0,5,2020,1
567,0,1,2020,1
912,0,8,2020,1
709,0,5,2020,1
624,0,5,2020,1
1039,0,6,2020,1
994,0,8,2020,1
557,0,9,2020,1
557,0,9,2020,1
557,0,9,2020,1
914,0,8,2020,1
916,0,9,2020,1
853,0,5,2020,1
973,0,8,2020,1
981,0,2,2020,1
778,1,9,2020,1
853,0,5,2020,1
798,0,9,2020,1
1083,0,8,2020,1
993,0,8,2020,1
537,0,8,2020,1
860,0,9,2020,1
925,0,1,2020,1
860,0,9,2020,1
993,0,9,2020,1
860,0,9,2020,1
955,1,8,2020,1
1024,0,8,2020,1
705,0,6,2020,1
1009,0,4,2020,1
695,0,8,2020,1
710,1,5,2020,1
860,0,9,2020,1
860,0,9,2020,1
866,0,3,2020,1
893,0,3,2020,1
902,0,8,2020,1
1047,0,8,2020,1
891,0,8,2020,1
908,0,8,2020,1
465,1,9,2020,1
1161,0,5,2020,1
1146,0,8,2020,1
931,1,7,2020,1
475,1,9,2020,1
477,0,2,2020,1
259,1,2,2020,1
854,0,8,2020,1
840,0,8,2020,1
1091,0,8,2020,1
841,0,5,2020,1
636,0,8,2020,1
546,0,9,2020,1
531,0,8,2020,1
1008,0,8,2020,1
819,0,8,2020,1
1064,0,8,2020,1
839,0,8,2020,1
672,0,1,2020,1
1071,0,9,2020,1
484,0,8,2020,1
742,0,8,2020,1
754,0,8,2020,1
910,1,8,2020,1
635,0,8,2020,1
566,0,5,2020,1
922,0,8,2020,1
636,0,8,2020,1
578,1,9,2020,1
1018,0,8,2020,1
570,1,5,2020,1
794,0,8,2020,1
505,0,8,2020,1
1145,0,8,2020,1
443,1,9,2020,1
879,0,8,2020,1
615,0,8,2020,1
1032,0,8,2020,1
917,0,8,2020,1
488,0,4,2020,1
1054,0,8,2020,1
909,0,3,2020,1
795,0,8,2020,1
891,1,8,2020,1
539,0,5,2020,1
923,0,7,2020,1
997,0,5,2020,1
860,0,9,2020,1
1092,0,8,2020,1
920,0,8,2020,1
601,0,8,2020,1
1040,0,8,2020,1
1152,0,8,2020,1
1152,0,8,2020,1
891,0,8,2020,1
537,0,2,2020,1
120,0,8,2020,1
1022,0,8,2020,1
1032,0,5,2020,1
519,0,8,2020,1
599,1,3,2020,1
835,1,9,2020,1
765,0,8,2020,1
994,0,2,2020,1
862,0,5,2020,1
891,0,9,2020,1
1060,0,8,2020,1
599,1,8,2020,1
515,0,8,2020,1
993,0,8,2020,1
910,0,9,2020,1
707,0,4,2020,1
439,1,9,2020,1
729,0,8,2020,1
1038,0,8,2020,1
573,0,8,2020,1
853,0,1,2020,1
891,0,0,2020,1
743,0,7,2020,1
998,0,8,2020,1
814,0,5,2020,1
766,0,8,2020,1
886,0,8,2020,1
992,0,5,2020,1
641,0,8,2020,1
869,0,8,2020,1
750,0,2,2020,1
1053,1,8,2020,1
1012,0,8,2020,1
724,0,5,2020,1
1053,1,9,2020,1
455,0,5,2020,1
908,0,5,2020,1
478,0,8,2020,1
532,0,8,2020,1
1051,0,8,2020,1
784,0,9,2020,1
1051,0,5,2020,1
965,0,8,2020,1
907,0,8,2020,1
941,0,1,2020,1
458,0,9,2020,1
983,0,8,2020,1
1035,0,5,2020,1
434,1,5,2020,1
434,1,5,2020,1
999,0,8,2020,1
1056,1,8,2020,1
680,0,5,2020,1
918,0,9,2020,1
483,0,9,2020,1
1038,0,8,2020,1
929,0,9,2020,1
769,0,2,2020,1
921,0,8,2020,1
1062,1,5,2020,1
771,1,9,2020,1
599,0,8,2020,1
814,0,9,2020,1
449,1,9,2020,1
614,0,4,2020,1
636,0,8,2020,1
908,0,5,2020,1
989,0,8,2020,1
571,0,5,2020,1
1093,0,8,2020,1
603,1,8,2020,1
914,1,2,2020,1
835,0,3,2020,1
512,0,8,2020,1
993,0,8,2020,1
907,0,8,2020,1
999,0,8,2020,1
891,0,8,2020,1
904,0,8,2020,1
777,0,5,2020,1
512,0,8,2020,1
476,0,5,2020,1
1047,0,5,2020,1
1008,0,9,2020,1
983,0,8,2020,1
506,0,0,2020,1
1050,0,8,2020,1
665,0,0,2020,1
985,0,8,2020,1
1017,0,1,2020,1
970,0,8,2020,1
436,1,6,2020,1
1004,0,9,2020,1
1082,0,8,2020,1
771,0,8,2020,1
734,0,8,2020,1
646,0,8,2020,1
1050,0,8,2020,1
574,0,8,2020,1
1051,0,9,2020,1
993,0,9,2020,1
727,0,9,2020,1
1039,0,8,2020,1
530,0,8,2020,1
671,0,8,2020,1
808,0,8,2020,1
623,0,8,2020,1
813,1,8,2020,1
603,0,8,2020,1
891,0,9,2020,1
993,0,5,2020,1
911,0,5,2020,1
810,0,8,2020,1
810,0,8,2020,1
535,0,9,2020,1
434,0,6,2020,1
710,0,8,2020,1
458,0,9,2020,1
535,0,8,2020,1
810,0,9,2020,1
533,0,8,2020,1
583,0,8,2020,1
1025,0,8,2020,1
891,0,8,2020,1
585,0,3,2020,1
979,0,8,2020,1
993,0,5,2020,1
1165,0,8,2020,1
1054,0,1,2020,1
764,0,8,2020,1
531,0,8,2020,1
897,0,5,2020,1
922,0,2,2020,1
747,1,3,2020,1
927,0,8,2020,1
1172,0,8,2020,1
794,0,8,2020,1
615,0,8,2020,1
615,0,8,2020,1
643,0,9,2020,1
556,0,1,2020,1
993,1,4,2020,1
976,0,5,2020,1
623,0,1,2020,1
587,0,2,2020,1
493,0,9,2020,1
623,0,1,2020,1
862,0,5,2020,1
754,0,8,2020,1
687,0,8,2020,1
1165,0,8,2020,1
481,0,1,2020,1
481,0,9,2020,1
763,0,1,2020,1
994,0,9,2020,1
955,0,8,2020,1
660,0,8,2020,1
1151,0,8,2020,1
931,0,8,2020,1
994,0,8,2020,1
681,0,8,2020,1
681,0,8,2020,1
481,0,7,2020,1
728,0,8,2020,1
854,0,8,2020,1
990,1,0,2020,1
951,0,8,2020,1
914,0,1,2020,1
1161,0,8,2020,1
535,0,8,2020,1
772,0,8,2020,1
545,0,8,2020,1
1029,0,8,2020,1
575,0,8,2020,1
507,1,7,2020,1
507,1,3,2020,1
537,0,1,2020,1
1000,1,3,2020,1
674,0,8,2020,1
666,0,8,2020,1
724,0,8,2020,1
1101,0,1,2020,1
551,0,8,2020,1
778,0,9,2020,1
535,1,8,2020,1
873,0,8,2020,1
1032,0,3,2020,1
910,0,8,2020,1
690,0,8,2020,1
699,0,8,2020,1
521,0,8,2020,1
521,0,8,2020,1
760,0,8,2020,1
717,0,1,2020,1
766,0,8,2020,1
860,0,8,2020,1
1043,0,5,2020,1
1161,1,8,2020,1
1065,0,8,2020,1
543,0,9,2020,1
1051,1,8,2020,1
1051,1,8,2020,1
1051,1,2,2020,1
1051,0,9,2020,1
932,0,8,2020,1
746,0,8,2020,1
983,0,5,2020,1
447,0,9,2020,1
458,0,5,2020,1
654,0,8,2020,1
527,0,8,2020,1
629,0,8,2020,1
433,0,1,2020,1
902,0,5,2020,1
1038,1,8,2020,1
537,0,8,2020,1
710,0,8,2020,1
590,0,8,2020,1
1068,0,9,2020,1
964,0,8,2020,1
698,0,8,2020,1
1046,0,3,2020,1
760,0,8,2020,1
481,0,5,2020,1
467,0,8,2020,1
1070,0,8,2020,1
507,0,9,2020,1
926,0,8,2020,1
539,0,8,2020,1
662,0,8,2020,1
917,0,5,2020,1
507,0,9,2020,1
527,0,8,2020,1
527,0,8,2020,1
817,0,8,2020,1
735,0,5,2020,1
471,1,1,2020,1
890,0,8,2020,1
994,0,5,2020,1
541,0,3,2020,1
1062,0,0,2020,1
667,0,8,2020,1
1019,0,2,2020,1
651,1,9,2020,1
780,0,5,2020,1
784,0,8,2020,1
937,0,6,2020,1
1018,0,8,2020,1
1008,0,9,2020,1
851,0,9,2020,1
919,0,5,2020,1
519,0,8,2020,1
587,0,5,2020,1
651,1,9,2020,1
880,1,3,2020,1
860,0,9,2020,1
933,0,1,2020,1
995,0,8,2020,1
599,0,8,2020,1
651,1,9,2020,1
577,0,9,2020,1
892,0,5,2020,1
599,0,8,2020,1
933,0,8,2020,1
532,0,8,2020,1
441,0,8,2020,1
665,0,8,2020,1
532,0,8,2020,1
933,0,8,2020,1
665,0,8,2020,1
956,0,8,2020,1
1038,0,6,2020,1
1038,0,6,2020,1
620,0,8,2020,1
994,0,8,2020,1
962,0,2,2020,1
993,0,8,2020,1
908,0,0,2020,1
909,0,8,2020,1
891,0,8,2020,1
891,0,8,2020,1
623,0,1,2020,1
623,0,1,2020,1
480,0,8,2020,1
487,1,8,2020,1
793,0,8,2020,1
993,1,9,2020,1
1057,0,8,2020,1
907,0,9,2020,1
587,0,2,2020,1
740,0,9,2020,1
660,0,2,2020,1
995,0,9,2020,1
993,1,9,2020,1
719,1,3,2020,1
539,1,2,2020,1
956,0,8,2020,1
583,1,9,2020,1
564,0,8,2020,1
1162,1,8,2020,1
917,0,9,2020,1
885,0,1,2020,1
877,0,2,2020,1
796,0,8,2020,1
922,0,8,2020,1
994,0,8,2020,1
906,0,5,2020,1
642,0,3,2020,1
486,0,8,2020,1
719,0,2,2020,1
909,0,1,2020,1
470,0,2,2020,1
788,0,8,2020,1
468,0,8,2020,1
893,1,1,2020,1
891,0,8,2020,1
893,1,8,2020,1
1067,0,8,2020,1
565,0,8,2020,1
537,0,9,2020,1
962,0,8,2020,1
503,0,1,2020,1
503,0,8,2020,1
861,0,2,2020,1
860,0,9,2020,1
791,0,8,2020,1
645,0,2,2020,1
434,0,2,2020,1
615,0,6,2020,1
651,0,2,2020,1
449,0,7,2020,1
572,0,8,2020,1
449,0,9,2020,1
891,0,8,2020,1
1163,0,8,2020,1
912,1,8,2020,1
1082,0,8,2020,1
476,0,8,2020,1
995,0,1,2020,1
59,0,8,2020,1
778,1,9,2020,1
774,0,5,2020,1
443,1,4,2020,1
950,0,2,2020,1
774,0,8,2020,1
951,0,2,2020,1
919,0,9,2020,1
1085,0,8,2020,1
763,0,8,2020,1
763,0,8,2020,1
994,0,9,2020,1
1163,0,5,2020,1
1163,0,8,2020,1
1029,1,5,2020,1
782,0,8,2020,1
1090,0,8,2020,1
543,0,8,2020,1
536,0,0,2020,1
543,0,8,2020,1
635,0,8,2020,1
813,0,8,2020,1
587,0,8,2020,1
833,0,8,2020,1
738,0,8,2020,1
779,0,3,2020,1
686,1,3,2020,1
686,1,3,2020,1
794,0,8,2020,1
927,1,8,2020,1
532,0,8,2020,1
542,0,8,2020,1
891,0,5,2020,1
783,0,8,2020,1
917,0,8,2020,1
884,0,7,2020,1
851,0,8,2020,1
943,0,8,2020,1
786,0,3,2020,1
1077,0,8,2020,1
909,0,8,2020,1
438,0,5,2020,1
484,0,9,2020,1
434,0,8,2020,1
1163,0,8,2020,1
784,0,8,2020,1
1072,0,9,2020,1
1066,0,8,2020,1
1053,0,8,2020,1
615,1,5,2020,1
961,0,8,2020,1
1035,0,9,2020,1
965,0,8,2020,1
735,0,4,2020,1
860,1,9,2020,1
1048,0,7,2020,1
481,0,8,2020,1
468,0,2,2020,1
468,0,2,2020,1
616,0,8,2020,1
912,0,5,2020,1
784,0,8,2020,1
891,0,8,2020,1
838,0,9,2020,1
910,0,8,2020,1
622,0,8,2020,1
1040,0,8,2020,1
1029,0,9,2020,1
601,0,2,2020,1
565,0,1,2020,1
540,0,8,2020,1
813,0,8,2020,1
620,0,8,2020,1
1041,0,8,2020,1
455,0,8,2020,1
750,0,9,2020,1
756,1,8,2020,1
518,0,5,2020,1
1082,0,9,2020,1
813,0,8,2020,1
1081,0,1,2020,1
570,0,9,2020,1
667,0,8,2020,1
910,0,8,2020,1
522,0,2,2020,1
586,0,8,2020,1
664,0,2,2020,1
738,0,8,2020,1
775,0,8,2020,1
1093,0,4,2020,1
503,0,8,2020,1
870,0,8,2020,1
472,0,8,2020,1
735,0,9,2020,1
636,0,0,2020,1
434,0,8,2020,1
951,0,7,2020,1
505,0,8,2020,1
888,0,7,2020,1
608,0,8,2020,1
939,1,8,2020,1
977,0,2,2020,1
960,0,2,2020,1
771,0,9,2020,1
918,0,8,2020,1
538,0,8,2020,1
1070,1,4,2020,1
888,0,7,2020,1
911,0,8,2020,1
775,0,8,2020,1
681,0,8,2020,1
440,0,1,2020,1
809,0,8,2020,1
993,1,8,2020,1
667,0,8,2020,1
677,0,8,2020,1
486,1,9,2020,1
536,0,8,2020,1
754,0,8,2020,1
612,0,8,2020,1
440,0,8,2020,1
754,0,1,2020,1
547,0,1,2020,1
456,0,9,2020,1
704,0,8,2020,1
717,0,8,2020,1
818,0,5,2020,1
927,0,8,2020,1
866,0,8,2020,1
595,0,8,2020,1
887,0,8,2020,1
933,0,8,2020,1
1165,0,8,2020,1
494,0,8,2020,1
933,0,8,2020,1
876,0,9,2020,1
1015,0,8,2020,1
503,0,8,2020,1
632,0,8,2020,1
860,0,8,2020,1
942,0,8,2020,1
965,0,8,2020,1
570,0,8,2020,1
994,0,8,2020,1
690,0,8,2020,1
587,0,8,2020,1
587,0,8,2020,1
521,1,7,2020,1
921,0,8,2020,1
956,0,0,2020,1
779,0,8,2020,1
908,0,8,2020,1
754,0,8,2020,1
784,0,8,2020,1
927,0,5,2020,1
820,0,8,2020,1
444,1,8,2020,1
496,0,8,2020,1
1075,0,9,2020,1
1069,1,5,2020,1
1075,0,8,2020,1
585,0,8,2020,1
835,0,5,2020,1
994,0,5,2020,1
587,0,8,2020,1
535,0,5,2020,1
555,1,9,2020,1
572,0,8,2020,1
1100,0,5,2020,1
1084,0,8,2020,1
799,0,8,2020,1
668,0,8,2020,1
537,0,8,2020,1
531,0,8,2020,1
1067,0,8,2020,1
705,0,8,2020,1
750,0,8,2020,1
977,0,8,2020,1
1146,0,8,2020,1
1161,0,8,2020,1
1038,0,8,2020,1
414,0,8,2020,1
746,0,8,2020,1
895,0,8,2020,1
735,0,8,2020,1
579,0,1,2020,1
934,0,8,2020,1
663,0,2,2020,1
642,0,8,2020,1
891,0,8,2020,1
977,0,2,2020,1
1051,0,9,2020,1
770,0,0,2020,1
916,0,8,2020,1
811,0,5,2020,1
994,0,8,2020,1
651,0,5,2020,1
994,0,8,2020,1
942,0,8,2020,1
459,1,8,2020,1
529,0,8,2020,1
1053,1,9,2020,1
561,0,8,2020,1
708,0,8,2020,1
473,0,8,2020,1
831,1,8,2020,1
511,0,8,2020,1
1149,0,5,2020,1
757,0,5,2020,1
1162,0,8,2020,1
607,1,9,2020,1
993,0,9,2020,1
482,0,8,2020,1
724,0,8,2020,1
587,0,8,2020,1
732,0,8,2020,1
840,0,8,2020,1
627,0,8,2020,1
729,0,8,2020,1
587,0,0,2020,1
1091,0,8,2020,1
649,0,5,2020,1
511,0,8,2020,1
649,0,8,2020,1
1054,0,9,2020,1
1054,0,9,2020,1
621,0,8,2020,1
649,0,5,2020,1
434,0,8,2020,1
1161,0,2,2020,1
749,0,8,2020,1
812,0,8,2020,1
969,0,0,2020,1
993,0,8,2020,1
1162,0,8,2020,1
682,0,8,2020,1
981,1,2,2020,1
805,0,8,2020,1
728,0,8,2020,1
1163,0,2,2020,1
624,1,9,2020,1
1051,0,9,2020,1
1108,0,8,2020,1
1046,0,8,2020,1
988,0,8,2020,1
535,0,8,2020,1
805,0,8,2020,1
587,1,8,2020,1
719,0,8,2020,1
616,0,8,2020,1
1069,0,8,2020,1
933,0,9,2020,1
461,0,8,2020,1
38,0,8,2020,1
458,0,8,2020,1
981,1,2,2020,1
587,0,8,2020,1
1100,0,8,2020,1
449,0,9,2020,1
625,0,5,2020,1
622,0,8,2020,1
1072,0,8,2020,1
715,0,9,2020,1
1048,0,9,2020,1
727,0,3,2020,1
933,0,8,2020,1
441,0,9,2020,1
921,0,2,2020,1
683,0,8,2020,1
1151,0,8,2020,1
671,0,9,2020,1
1051,0,8,2020,1
1039,0,8,2020,1
991,0,8,2020,1
1019,0,8,2020,1
922,0,5,2020,1
900,0,1,2020,1
587,0,8,2020,1
933,0,8,2020,1
1035,0,9,2020,1
767,0,9,2020,1
546,0,8,2020,1
575,0,8,2020,1
1072,0,8,2020,1
873,0,1,2020,1
886,0,8,2020,1
1034,1,8,2020,1
727,0,8,2020,1
778,1,9,2020,1
677,0,8,2020,1
677,0,1,2020,1
622,0,8,2020,1
1172,0,8,2020,1
561,1,8,2020,1
449,0,9,2020,1
496,0,1,2020,1
665,0,8,2020,1
1062,0,5,2020,1
605,0,5,2020,1
740,0,5,2020,1
916,0,5,2020,1
528,0,5,2020,1
607,0,6,2020,1
699,0,5,2020,1
909,0,8,2020,1
909,0,8,2020,1
533,0,8,2020,1
533,0,8,2020,1
484,0,8,2020,1
1066,0,1,2020,1
988,1,9,2020,1
651,0,8,2020,1
651,0,8,2020,1
860,0,8,2020,1
933,0,8,2020,1
481,0,5,2020,1
674,0,8,2020,1
1005,0,8,2020,1
467,0,8,2020,1
765,0,8,2020,1
729,1,4,2020,1
754,0,8,2020,1
535,0,9,2020,1
765,0,8,2020,1
793,0,5,2020,1
555,0,9,2020,1
612,0,3,2020,1
448,0,8,2020,1
448,1,2,2020,1
891,0,9,2020,1
1056,0,8,2020,1
917,0,8,2020,1
586,0,8,2020,1
1172,0,8,2020,1
586,0,5,2020,1
781,0,8,2020,1
535,0,8,2020,1
455,0,8,2020,1
677,0,8,2020,1
677,0,8,2020,1
455,0,1,2020,1
655,0,5,2020,1
590,0,8,2020,1
757,0,8,2020,1
1085,0,8,2020,1
605,0,8,2020,1
853,0,8,2020,1
605,0,8,2020,1
839,0,8,2020,1
495,0,8,2020,1
1059,0,8,2020,1
991,0,8,2020,1
991,0,8,2020,1
1009,0,8,2020,1
680,0,9,2020,1
931,0,8,2020,1
1029,0,8,2020,1
458,1,9,2020,1
1029,0,8,2020,1
471,1,8,2020,1
705,0,8,2020,1
534,1,3,2020,1
1089,0,8,2020,1
993,0,5,2020,1
1042,0,8,2020,1
1030,0,8,2020,1
532,0,5,2020,1
794,0,8,2020,1
891,0,2,2020,1
699,0,9,2020,1
1015,0,3,2020,1
1068,1,9,2020,1
1085,0,8,2020,1
1083,0,8,2020,1
900,0,8,2020,1
663,1,3,2020,1
808,0,8,2020,1
676,0,8,2020,1
853,0,1,2020,1
1161,0,8,2020,1
676,0,9,2020,1
676,0,9,2020,1
521,0,8,2020,1
975,0,8,2020,1
927,0,8,2020,1
498,1,9,2020,1
1008,0,9,2020,1
794,0,8,2020,1
901,0,8,2020,1
535,0,8,2020,1
481,0,8,2020,1
654,0,9,2020,1
608,0,8,2020,1
607,1,9,2020,1
698,0,8,2020,1
750,0,8,2020,1
1149,0,8,2020,1
719,0,2,2020,1
435,0,8,2020,1
767,0,8,2020,1
735,0,8,2020,1
862,1,3,2020,1
571,0,8,2020,1
889,0,2,2020,1
665,0,2,2020,1
609,0,1,2020,1
630,0,8,2020,1
876,0,8,2020,1
1069,0,8,2020,1
788,0,8,2020,1
1066,1,8,2020,1
909,0,8,2020,1
1009,1,8,2020,1
891,0,8,2020,1
1039,1,8,2020,1
795,0,8,2020,1
1075,1,8,2020,1
1060,1,8,2020,1
886,0,8,2020,1
1039,0,8,2020,1
784,0,5,2020,1
995,0,8,2020,1
980,0,9,2020,1
1048,0,8,2020,1
1045,0,8,2020,1
938,0,8,2020,1
526,0,8,2020,1
463,0,8,2020,1
805,0,8,2020,1
1146,0,9,2020,1
1033,0,1,2020,1
726,0,8,2020,1
728,0,8,2020,1
716,0,8,2020,1
933,0,8,2020,1
651,0,8,2020,1
840,1,8,2020,1
912,0,5,2020,1
1086,0,8,2020,1
977,0,8,2020,1
853,0,8,2020,1
608,0,8,2020,1
522,0,8,2020,1
660,0,1,2020,1
674,0,8,2020,1
484,0,8,2020,1
894,1,8,2020,1
917,1,9,2020,1
453,1,8,2020,1
453,1,8,2020,1
1013,0,1,2020,1
860,0,8,2020,1
929,1,8,2020,1
1064,0,8,2020,1
476,0,8,2020,1
1016,0,0,2020,1
713,0,8,2020,1
932,0,8,2020,1
433,0,5,2020,1
720,0,8,2020,1
629,0,8,2020,1
539,0,8,2020,1
484,0,5,2020,1
466,1,4,2020,1
586,0,9,2020,1
586,0,5,2020,1
735,0,8,2020,1
736,0,8,2020,1
775,0,8,2020,1
606,0,1,2020,1
706,0,8,2020,1
586,0,8,2020,1
962,0,8,2020,1
515,0,8,2020,1
1094,0,8,2020,1
535,0,8,2020,1
994,0,8,2020,1
1007,0,8,2020,1
1039,0,9,2020,1
981,0,8,2020,1
535,1,8,2020,1
786,0,8,2020,1
993,0,8,2020,1
578,0,8,2020,1
736,0,8,2020,1
479,0,8,2020,1
698,0,8,2020,1
698,0,8,2020,1
702,0,8,2020,1
984,0,8,2020,1
984,0,8,2020,1
851,0,8,2020,1
925,0,8,2020,1
925,0,8,2020,1
624,0,8,2020,1
894,0,8,2020,1
795,0,1,2020,1
1088,0,8,2020,1
995,1,0,2020,1
587,0,5,2020,1
955,0,8,2020,1
821,0,8,2020,1
860,0,8,2020,1
794,0,8,2020,1
860,0,8,2020,1
434,1,1,2020,1
1080,0,8,2020,1
904,0,8,2020,1
1015,0,1,2020,1
766,0,6,2020,1
706,0,8,2020,1
443,0,8,2020,1
449,0,1,2020,1
557,0,5,2020,1
665,0,8,2020,1
796,0,8,2020,1
853,0,8,2020,1
719,1,8,2020,1
764,0,9,2020,1
980,0,8,2020,1
876,0,5,2020,1
606,0,1,2020,1
993,0,9,2020,1
717,0,8,2020,1
1085,0,1,2020,1
648,0,0,2020,1
582,0,8,2020,1
615,0,8,2020,1
662,1,7,2020,1
615,0,8,2020,1
927,0,8,2020,1
1051,0,3,2020,1
1077,0,9,2020,1
615,0,8,2020,1
676,0,8,2020,1
860,0,8,2020,1
535,1,9,2020,1
692,0,8,2020,1
1078,1,8,2020,1
536,0,8,2020,1
587,0,8,2020,1
514,0,8,2020,1
958,0,7,2020,1
497,1,4,2020,1
342,0,8,2020,1
690,0,8,2020,1
1101,0,8,2020,1
656,0,8,2020,1
699,0,8,2020,1
546,0,8,2020,1
1062,0,9,2020,1
922,0,8,2020,1
706,0,8,2020,1
654,0,9,2020,1
535,1,9,2020,1
914,0,8,2020,1
891,0,9,2020,1
982,0,8,2020,1
587,0,8,2020,1
851,0,9,2020,1
1008,0,8,2020,1
523,0,8,2020,1
813,0,8,2020,1
813,0,8,2020,1
494,0,5,2020,1
475,0,9,2020,1
546,0,8,2020,1
924,0,8,2020,1
735,0,5,2020,1
615,0,8,2020,1
535,0,5,2020,1
860,0,5,2020,1
586,0,8,2020,1
639,0,8,2020,1
929,0,5,2020,1
921,0,1,2020,1
1000,0,5,2020,1
1038,0,5,2020,1
804,0,8,2020,1
988,0,8,2020,1
955,0,8,2020,1
993,0,8,2020,1
690,0,1,2020,1
690,0,1,2020,1
690,0,1,2020,1
1097,0,8,2020,1
517,0,1,2020,1
1057,1,8,2020,1
966,0,8,2020,1
755,0,8,2020,1
998,0,8,2020,1
502,0,1,2020,1
966,1,2,2020,1
449,0,9,2020,1
1064,0,8,2020,1
729,0,9,2020,1
889,0,1,2020,1
464,0,7,2020,1
439,0,9,2020,1
548,0,8,2020,1
941,0,8,2020,1
1043,0,9,2020,1
535,0,8,2020,1
860,0,8,2020,1
548,0,8,2020,1
514,0,9,2020,1
779,0,0,2020,1
729,0,8,2020,1
535,0,8,2020,1
997,0,1,2020,1
993,0,3,2020,1
980,0,1,2020,1
528,0,8,2020,1
917,0,8,2020,1
438,0,1,2020,1
891,1,4,2020,1
664,0,8,2020,1
582,0,6,2020,1
488,0,8,2020,1
843,0,8,2020,1
876,0,0,2020,1
929,0,8,2020,1
448,0,8,2020,1
1071,0,8,2020,1
993,0,5,2020,1
719,0,9,2020,1
636,0,8,2020,1
977,1,2,2020,1
610,0,8,2020,1
1075,0,8,2020,1
1172,0,8,2020,1
556,0,8,2020,1
1172,0,8,2020,1
770,1,1,2020,1
1051,0,1,2020,1
525,0,5,2020,1
664,1,5,2020,1
1035,0,6,2020,1
1045,0,8,2020,1
770,1,8,2020,1
770,1,1,2020,1
770,1,1,2020,1
1028,0,8,2020,1
