LSOA_code,outcome_type,crime_type,date_month,2019,2020,2021,2022
672,0,8,10,1,0,0,0
672,0,8,10,1,0,0,0
665,1,2,10,1,0,0,0
1037,0,8,10,1,0,0,0
1089,0,7,10,1,0,0,0
1060,0,5,10,1,0,0,0
1008,1,2,10,1,0,0,0
636,0,8,10,1,0,0,0
566,0,9,10,1,0,0,0
536,1,3,10,1,0,0,0
505,1,2,10,1,0,0,0
993,1,8,10,1,0,0,0
1037,0,8,10,1,0,0,0
564,0,8,10,1,0,0,0
536,0,4,10,1,0,0,0
498,0,9,10,1,0,0,0
564,0,8,10,1,0,0,0
1017,0,8,10,1,0,0,0
554,0,8,10,1,0,0,0
1065,0,8,10,1,0,0,0
860,0,9,10,1,0,0,0
832,0,8,10,1,0,0,0
1051,0,8,10,1,0,0,0
965,1,4,10,1,0,0,0
1082,0,2,10,1,0,0,0
1013,0,8,10,1,0,0,0
542,0,8,10,1,0,0,0
583,1,4,10,1,0,0,0
532,0,8,10,1,0,0,0
919,0,9,10,1,0,0,0
498,1,9,10,1,0,0,0
649,0,1,10,1,0,0,0
913,0,5,10,1,0,0,0
498,1,9,10,1,0,0,0
929,0,5,10,1,0,0,0
929,0,4,10,1,0,0,0
723,0,8,10,1,0,0,0
455,0,8,10,1,0,0,0
647,0,2,10,1,0,0,0
704,0,1,10,1,0,0,0
649,0,8,10,1,0,0,0
912,0,8,10,1,0,0,0
894,0,8,10,1,0,0,0
987,0,8,10,1,0,0,0
765,0,8,10,1,0,0,0
1161,0,2,10,1,0,0,0
911,0,8,10,1,0,0,0
671,0,1,10,1,0,0,0
1095,0,8,10,1,0,0,0
504,0,8,10,1,0,0,0
914,0,1,10,1,0,0,0
975,0,8,10,1,0,0,0
1053,0,8,10,1,0,0,0
975,0,8,10,1,0,0,0
458,0,0,10,1,0,0,0
535,0,6,10,1,0,0,0
543,0,8,10,1,0,0,0
704,0,8,10,1,0,0,0
704,0,8,10,1,0,0,0
449,1,3,10,1,0,0,0
933,0,8,10,1,0,0,0
981,0,8,10,1,0,0,0
746,0,8,10,1,0,0,0
997,0,8,10,1,0,0,0
891,1,5,10,1,0,0,0
654,0,9,10,1,0,0,0
478,0,8,10,1,0,0,0
478,0,8,10,1,0,0,0
436,0,1,10,1,0,0,0
714,0,8,10,1,0,0,0
714,0,8,10,1,0,0,0
535,0,5,10,1,0,0,0
891,0,2,10,1,0,0,0
603,1,9,10,1,0,0,0
546,0,8,10,1,0,0,0
579,0,8,10,1,0,0,0
579,0,5,10,1,0,0,0
1008,1,9,10,1,0,0,0
888,0,8,10,1,0,0,0
795,0,8,10,1,0,0,0
910,0,2,10,1,0,0,0
1172,0,8,10,1,0,0,0
779,0,5,10,1,0,0,0
532,0,8,10,1,0,0,0
1011,0,8,10,1,0,0,0
1069,0,3,10,1,0,0,0
919,1,9,10,1,0,0,0
1008,1,3,10,1,0,0,0
1008,0,8,10,1,0,0,0
918,0,8,10,1,0,0,0
860,0,8,10,1,0,0,0
1146,0,9,10,1,0,0,0
702,0,8,10,1,0,0,0
1055,0,8,10,1,0,0,0
1055,0,8,10,1,0,0,0
468,0,1,10,1,0,0,0
536,1,6,10,1,0,0,0
537,1,6,10,1,0,0,0
1055,0,8,10,1,0,0,0
994,0,8,10,1,0,0,0
994,0,8,10,1,0,0,0
1051,0,8,10,1,0,0,0
910,1,5,10,1,0,0,0
1051,0,8,10,1,0,0,0
1051,0,8,10,1,0,0,0
500,0,8,10,1,0,0,0
579,0,8,10,1,0,0,0
1016,0,8,10,1,0,0,0
524,1,9,10,1,0,0,0
707,0,2,10,1,0,0,0
812,0,8,10,1,0,0,0
910,0,8,10,1,0,0,0
1163,0,9,10,1,0,0,0
461,0,8,10,1,0,0,0
1072,0,5,10,1,0,0,0
680,0,8,10,1,0,0,0
979,0,8,10,1,0,0,0
927,0,9,10,1,0,0,0
624,1,9,10,1,0,0,0
604,0,8,10,1,0,0,0
534,0,8,10,1,0,0,0
1064,0,8,10,1,0,0,0
624,1,9,10,1,0,0,0
907,0,8,10,1,0,0,0
624,1,9,10,1,0,0,0
981,0,1,10,1,0,0,0
671,0,8,10,1,0,0,0
872,0,8,10,1,0,0,0
993,0,9,10,1,0,0,0
934,0,8,10,1,0,0,0
934,0,2,10,1,0,0,0
983,0,8,10,1,0,0,0
503,0,8,10,1,0,0,0
995,0,5,10,1,0,0,0
1072,0,8,10,1,0,0,0
638,0,8,10,1,0,0,0
1072,0,8,10,1,0,0,0
494,0,8,10,1,0,0,0
486,0,8,10,1,0,0,0
548,0,9,10,1,0,0,0
548,0,3,10,1,0,0,0
434,0,8,10,1,0,0,0
883,0,8,10,1,0,0,0
1054,0,8,10,1,0,0,0
855,0,8,10,1,0,0,0
855,0,8,10,1,0,0,0
1037,0,8,10,1,0,0,0
986,0,8,10,1,0,0,0
714,0,8,10,1,0,0,0
590,0,5,10,1,0,0,0
853,1,8,10,1,0,0,0
853,1,8,10,1,0,0,0
582,1,8,10,1,0,0,0
680,0,8,10,1,0,0,0
523,0,8,10,1,0,0,0
572,0,8,10,1,0,0,0
523,0,8,10,1,0,0,0
519,0,8,10,1,0,0,0
529,0,9,10,1,0,0,0
519,0,8,10,1,0,0,0
1024,0,8,10,1,0,0,0
877,0,3,10,1,0,0,0
926,0,8,10,1,0,0,0
1042,1,8,10,1,0,0,0
535,1,9,10,1,0,0,0
491,0,8,10,1,0,0,0
667,0,5,10,1,0,0,0
476,0,1,10,1,0,0,0
1161,0,8,10,1,0,0,0
595,1,7,10,1,0,0,0
535,0,3,10,1,0,0,0
689,0,8,10,1,0,0,0
1165,0,5,10,1,0,0,0
434,1,1,10,1,0,0,0
1165,0,8,10,1,0,0,0
993,0,1,10,1,0,0,0
995,0,8,10,1,0,0,0
1092,0,8,10,1,0,0,0
1092,0,8,10,1,0,0,0
1012,0,8,10,1,0,0,0
707,0,8,10,1,0,0,0
673,0,8,10,1,0,0,0
669,1,8,10,1,0,0,0
1050,0,8,10,1,0,0,0
1163,0,9,10,1,0,0,0
714,0,8,10,1,0,0,0
714,0,8,10,1,0,0,0
700,0,1,10,1,0,0,0
443,0,8,10,1,0,0,0
443,0,8,10,1,0,0,0
671,0,1,10,1,0,0,0
609,0,9,10,1,0,0,0
1172,1,8,10,1,0,0,0
455,0,3,10,1,0,0,0
907,0,8,10,1,0,0,0
476,0,8,10,1,0,0,0
715,0,5,10,1,0,0,0
476,0,8,10,1,0,0,0
582,0,8,10,1,0,0,0
1063,0,5,10,1,0,0,0
831,0,9,10,1,0,0,0
865,1,3,10,1,0,0,0
835,1,3,10,1,0,0,0
487,0,8,10,1,0,0,0
977,0,3,10,1,0,0,0
599,0,8,10,1,0,0,0
735,0,8,10,1,0,0,0
1077,0,8,10,1,0,0,0
475,0,5,10,1,0,0,0
915,0,1,10,1,0,0,0
476,1,2,10,1,0,0,0
546,0,3,10,1,0,0,0
860,1,9,10,1,0,0,0
745,1,2,10,1,0,0,0
989,0,1,10,1,0,0,0
1019,1,7,10,1,0,0,0
432,0,8,10,1,0,0,0
891,1,9,10,1,0,0,0
755,0,8,10,1,0,0,0
587,0,8,10,1,0,0,0
891,1,9,10,1,0,0,0
1057,0,8,10,1,0,0,0
476,0,8,10,1,0,0,0
1057,0,8,10,1,0,0,0
997,0,9,10,1,0,0,0
997,0,3,10,1,0,0,0
665,0,8,10,1,0,0,0
735,0,8,10,1,0,0,0
665,1,8,10,1,0,0,0
1053,0,7,10,1,0,0,0
564,0,9,10,1,0,0,0
1077,0,8,10,1,0,0,0
601,0,1,10,1,0,0,0
728,0,5,10,1,0,0,0
1045,0,5,10,1,0,0,0
651,0,8,10,1,0,0,0
792,1,8,10,1,0,0,0
871,0,5,10,1,0,0,0
862,0,8,10,1,0,0,0
625,0,8,10,1,0,0,0
450,1,2,10,1,0,0,0
461,1,8,10,1,0,0,0
475,0,8,10,1,0,0,0
921,0,8,10,1,0,0,0
1072,0,8,10,1,0,0,0
1165,0,2,10,1,0,0,0
962,0,8,10,1,0,0,0
962,0,8,10,1,0,0,0
486,1,8,10,1,0,0,0
962,0,4,10,1,0,0,0
537,0,1,10,1,0,0,0
869,0,8,10,1,0,0,0
767,1,3,10,1,0,0,0
536,1,6,10,1,0,0,0
746,0,8,10,1,0,0,0
995,0,7,10,1,0,0,0
746,0,8,10,1,0,0,0
994,0,8,10,1,0,0,0
1093,0,8,10,1,0,0,0
561,0,8,10,1,0,0,0
778,0,9,10,1,0,0,0
989,0,8,10,1,0,0,0
485,0,6,10,1,0,0,0
529,0,3,10,1,0,0,0
615,0,9,10,1,0,0,0
917,1,8,10,1,0,0,0
673,0,7,10,1,0,0,0
855,0,0,10,1,0,0,0
1061,1,8,10,1,0,0,0
1068,0,2,10,1,0,0,0
756,0,8,10,1,0,0,0
431,0,9,10,1,0,0,0
853,0,8,10,1,0,0,0
436,0,8,10,1,0,0,0
853,0,8,10,1,0,0,0
856,0,8,10,1,0,0,0
856,0,1,10,1,0,0,0
539,0,8,10,1,0,0,0
627,0,8,10,1,0,0,0
627,0,8,10,1,0,0,0
461,0,4,10,1,0,0,0
786,0,8,10,1,0,0,0
995,0,8,10,1,0,0,0
994,0,8,10,1,0,0,0
1018,0,8,10,1,0,0,0
1018,0,8,10,1,0,0,0
946,0,8,10,1,0,0,0
1152,0,9,10,1,0,0,0
774,1,3,10,1,0,0,0
1060,0,8,10,1,0,0,0
498,1,9,10,1,0,0,0
926,0,8,10,1,0,0,0
470,1,4,10,1,0,0,0
463,0,8,10,1,0,0,0
941,0,8,10,1,0,0,0
1010,0,8,10,1,0,0,0
439,1,2,10,1,0,0,0
1042,1,8,10,1,0,0,0
1042,1,8,10,1,0,0,0
891,1,9,10,1,0,0,0
595,1,8,10,1,0,0,0
475,0,9,10,1,0,0,0
778,0,9,10,1,0,0,0
448,0,8,10,1,0,0,0
1048,0,8,10,1,0,0,0
908,0,9,10,1,0,0,0
1029,1,7,10,1,0,0,0
933,0,9,10,1,0,0,0
838,0,5,10,1,0,0,0
875,1,9,10,1,0,0,0
461,1,2,10,1,0,0,0
595,0,1,10,1,0,0,0
778,0,9,10,1,0,0,0
472,1,8,10,1,0,0,0
427,0,3,10,1,0,0,0
919,1,9,10,1,0,0,0
687,0,8,10,1,0,0,0
769,0,8,10,1,0,0,0
806,0,8,10,1,0,0,0
806,0,9,10,1,0,0,0
891,0,5,10,1,0,0,0
709,0,8,10,1,0,0,0
746,0,8,10,1,0,0,0
1085,0,8,10,1,0,0,0
814,1,9,10,1,0,0,0
539,0,8,10,1,0,0,0
1000,0,8,10,1,0,0,0
908,0,8,10,1,0,0,0
1082,1,8,10,1,0,0,0
1059,0,8,10,1,0,0,0
1065,1,8,10,1,0,0,0
740,1,0,10,1,0,0,0
640,0,8,10,1,0,0,0
680,0,3,10,1,0,0,0
1021,0,2,10,1,0,0,0
940,0,8,10,1,0,0,0
1090,0,0,10,1,0,0,0
517,0,8,10,1,0,0,0
919,1,8,10,1,0,0,0
495,0,8,10,1,0,0,0
1000,1,2,10,1,0,0,0
1035,0,8,10,1,0,0,0
548,0,8,10,1,0,0,0
779,0,8,10,1,0,0,0
702,1,8,10,1,0,0,0
894,1,4,10,1,0,0,0
456,0,8,10,1,0,0,0
920,0,8,10,1,0,0,0
529,0,5,10,1,0,0,0
483,0,8,10,1,0,0,0
889,0,8,10,1,0,0,0
442,0,7,10,1,0,0,0
907,1,9,10,1,0,0,0
891,0,8,10,1,0,0,0
916,0,8,10,1,0,0,0
707,0,7,10,1,0,0,0
868,0,8,10,1,0,0,0
916,0,8,10,1,0,0,0
586,0,5,10,1,0,0,0
537,0,8,10,1,0,0,0
891,0,8,10,1,0,0,0
975,0,8,10,1,0,0,0
632,0,8,10,1,0,0,0
933,0,4,10,1,0,0,0
907,1,9,10,1,0,0,0
710,0,8,10,1,0,0,0
615,1,5,10,1,0,0,0
745,0,8,10,1,0,0,0
1057,0,8,10,1,0,0,0
1049,0,9,10,1,0,0,0
860,0,9,10,1,0,0,0
1172,0,5,10,1,0,0,0
1172,0,8,10,1,0,0,0
907,1,9,10,1,0,0,0
724,1,9,10,1,0,0,0
907,1,9,10,1,0,0,0
1145,0,8,10,1,0,0,0
624,1,9,10,1,0,0,0
434,0,8,10,1,0,0,0
1068,0,9,10,1,0,0,0
826,0,8,10,1,0,0,0
1021,0,8,10,1,0,0,0
894,0,8,10,1,0,0,0
826,0,1,10,1,0,0,0
948,0,5,10,1,0,0,0
997,1,8,10,1,0,0,0
649,0,8,10,1,0,0,0
474,0,8,10,1,0,0,0
715,0,8,10,1,0,0,0
467,1,2,10,1,0,0,0
994,0,8,10,1,0,0,0
994,0,8,10,1,0,0,0
994,1,8,10,1,0,0,0
1161,1,8,10,1,0,0,0
1068,0,8,10,1,0,0,0
1088,1,1,10,1,0,0,0
993,1,5,10,1,0,0,0
1053,1,8,10,1,0,0,0
811,0,8,10,1,0,0,0
1051,0,8,10,1,0,0,0
481,0,8,10,1,0,0,0
614,0,8,10,1,0,0,0
746,0,8,10,1,0,0,0
1021,1,6,10,1,0,0,0
952,0,9,10,1,0,0,0
614,0,8,10,1,0,0,0
1028,0,8,10,1,0,0,0
1057,0,8,10,1,0,0,0
710,0,8,10,1,0,0,0
621,0,8,10,1,0,0,0
710,0,5,10,1,0,0,0
571,1,8,10,1,0,0,0
1060,0,8,10,1,0,0,0
995,0,7,10,1,0,0,0
789,0,0,10,1,0,0,0
1033,0,1,10,1,0,0,0
536,0,8,10,1,0,0,0
1022,0,8,10,1,0,0,0
535,0,8,10,1,0,0,0
839,0,9,10,1,0,0,0
769,1,8,10,1,0,0,0
1146,1,9,10,1,0,0,0
629,0,8,10,1,0,0,0
80,0,8,10,1,0,0,0
678,0,8,10,1,0,0,0
723,0,8,10,1,0,0,0
678,0,4,10,1,0,0,0
1051,0,8,10,1,0,0,0
855,0,9,10,1,0,0,0
994,1,8,10,1,0,0,0
702,0,8,10,1,0,0,0
669,0,8,10,1,0,0,0
1146,0,8,10,1,0,0,0
497,0,8,10,1,0,0,0
1033,1,8,10,1,0,0,0
767,0,9,10,1,0,0,0
918,0,9,10,1,0,0,0
778,0,0,10,1,0,0,0
971,0,8,10,1,0,0,0
774,1,8,10,1,0,0,0
706,0,2,10,1,0,0,0
983,0,8,10,1,0,0,0
971,0,8,10,1,0,0,0
483,0,4,10,1,0,0,0
1073,1,8,10,1,0,0,0
464,0,0,10,1,0,0,0
483,1,8,10,1,0,0,0
483,1,8,10,1,0,0,0
441,0,8,10,1,0,0,0
483,1,8,10,1,0,0,0
895,0,8,10,1,0,0,0
767,0,8,10,1,0,0,0
891,0,9,10,1,0,0,0
964,0,9,10,1,0,0,0
672,0,8,10,1,0,0,0
873,0,6,10,1,0,0,0
441,0,8,10,1,0,0,0
949,0,8,10,1,0,0,0
983,0,8,10,1,0,0,0
831,0,8,10,1,0,0,0
831,0,8,10,1,0,0,0
653,0,8,10,1,0,0,0
774,1,8,10,1,0,0,0
525,0,5,10,1,0,0,0
762,1,8,10,1,0,0,0
762,0,8,10,1,0,0,0
975,0,8,10,1,0,0,0
1035,1,8,10,1,0,0,0
1035,1,5,10,1,0,0,0
1035,1,8,10,1,0,0,0
615,0,9,10,1,0,0,0
839,0,8,10,1,0,0,0
520,0,8,10,1,0,0,0
520,0,8,10,1,0,0,0
967,0,8,10,1,0,0,0
428,0,1,10,1,0,0,0
1075,1,0,10,1,0,0,0
639,0,8,10,1,0,0,0
1060,0,8,10,1,0,0,0
1161,1,5,10,1,0,0,0
617,1,8,10,1,0,0,0
778,0,9,10,1,0,0,0
1060,0,8,10,1,0,0,0
535,0,5,10,1,0,0,0
536,0,8,10,1,0,0,0
1072,0,0,10,1,0,0,0
1074,1,8,10,1,0,0,0
479,0,8,10,1,0,0,0
965,0,8,10,1,0,0,0
1145,0,8,10,1,0,0,0
1098,1,5,10,1,0,0,0
603,0,8,10,1,0,0,0
1161,0,9,10,1,0,0,0
1054,0,8,10,1,0,0,0
725,0,9,10,1,0,0,0
994,0,8,10,1,0,0,0
1098,0,8,10,1,0,0,0
443,1,9,10,1,0,0,0
543,0,5,10,1,0,0,0
475,1,9,10,1,0,0,0
500,0,8,10,1,0,0,0
476,0,8,10,1,0,0,0
530,0,6,10,1,0,0,0
1076,0,8,10,1,0,0,0
443,1,9,10,1,0,0,0
669,0,8,10,1,0,0,0
989,0,8,10,1,0,0,0
437,0,6,10,1,0,0,0
582,0,8,10,1,0,0,0
885,1,3,10,1,0,0,0
885,1,5,10,1,0,0,0
993,1,9,10,1,0,0,0
624,1,8,10,1,0,0,0
695,0,8,10,1,0,0,0
804,0,8,10,1,0,0,0
460,0,1,10,1,0,0,0
535,0,8,10,1,0,0,0
874,0,9,10,1,0,0,0
494,0,8,10,1,0,0,0
995,0,6,10,1,0,0,0
835,1,9,10,1,0,0,0
702,0,8,10,1,0,0,0
441,1,7,10,1,0,0,0
711,0,8,10,1,0,0,0
875,0,8,10,1,0,0,0
860,1,9,10,1,0,0,0
475,1,5,10,1,0,0,0
443,1,9,10,1,0,0,0
435,1,7,10,1,0,0,0
1085,0,8,10,1,0,0,0
957,0,8,10,1,0,0,0
1149,1,0,10,1,0,0,0
435,1,7,10,1,0,0,0
435,1,7,10,1,0,0,0
435,1,7,10,1,0,0,0
435,1,7,10,1,0,0,0
510,1,3,10,1,0,0,0
435,1,7,10,1,0,0,0
1053,1,9,10,1,0,0,0
1150,1,8,10,1,0,0,0
1070,0,2,10,1,0,0,0
1040,1,8,10,1,0,0,0
952,1,9,10,1,0,0,0
1161,1,8,10,1,0,0,0
441,0,5,10,1,0,0,0
434,0,8,10,1,0,0,0
1038,1,8,10,1,0,0,0
995,0,1,10,1,0,0,0
737,0,8,10,1,0,0,0
676,1,9,10,1,0,0,0
535,0,8,10,1,0,0,0
1094,0,8,10,1,0,0,0
922,0,8,10,1,0,0,0
922,0,1,10,1,0,0,0
977,1,8,10,1,0,0,0
795,1,8,10,1,0,0,0
795,1,8,10,1,0,0,0
1023,1,8,10,1,0,0,0
977,0,1,10,1,0,0,0
536,1,2,10,1,0,0,0
940,1,8,10,1,0,0,0
119,1,3,10,1,0,0,0
995,0,8,10,1,0,0,0
980,0,8,10,1,0,0,0
860,0,5,10,1,0,0,0
1161,1,1,10,1,0,0,0
1085,1,8,10,1,0,0,0
494,0,8,10,1,0,0,0
570,0,8,10,1,0,0,0
977,0,9,10,1,0,0,0
455,0,5,10,1,0,0,0
544,0,8,10,1,0,0,0
568,1,3,10,1,0,0,0
1066,0,8,10,1,0,0,0
938,1,9,10,1,0,0,0
891,1,9,10,1,0,0,0
615,0,5,10,1,0,0,0
889,0,8,10,1,0,0,0
667,1,9,10,1,0,0,0
943,0,8,10,1,0,0,0
889,0,8,10,1,0,0,0
443,0,1,10,1,0,0,0
443,0,8,10,1,0,0,0
557,0,8,10,1,0,0,0
480,1,2,10,1,0,0,0
916,1,8,10,1,0,0,0
891,0,8,10,1,0,0,0
990,1,8,10,1,0,0,0
514,0,8,10,1,0,0,0
1164,0,5,10,1,0,0,0
643,0,8,10,1,0,0,0
872,1,9,10,1,0,0,0
961,0,8,10,1,0,0,0
1035,0,8,10,1,0,0,0
535,1,2,10,1,0,0,0
464,0,8,10,1,0,0,0
1064,0,8,10,1,0,0,0
430,1,7,10,1,0,0,0
577,1,3,10,1,0,0,0
916,1,8,10,1,0,0,0
1098,0,8,10,1,0,0,0
951,0,8,10,1,0,0,0
1054,1,9,10,1,0,0,0
774,0,8,10,1,0,0,0
992,0,9,10,1,0,0,0
1151,0,8,10,1,0,0,0
860,1,9,10,1,0,0,0
951,0,8,10,1,0,0,0
860,1,9,10,1,0,0,0
737,1,2,10,1,0,0,0
908,0,3,10,1,0,0,0
1019,0,8,10,1,0,0,0
951,0,8,10,1,0,0,0
923,0,8,10,1,0,0,0
1074,0,8,10,1,0,0,0
667,0,9,10,1,0,0,0
483,1,9,10,1,0,0,0
985,1,2,10,1,0,0,0
745,1,8,10,1,0,0,0
994,0,8,10,1,0,0,0
565,0,8,10,1,0,0,0
860,0,8,10,1,0,0,0
433,0,8,10,1,0,0,0
1150,0,5,10,1,0,0,0
1030,0,8,10,1,0,0,0
933,0,3,10,1,0,0,0
535,1,8,10,1,0,0,0
800,0,8,10,1,0,0,0
815,0,3,10,1,0,0,0
962,0,8,10,1,0,0,0
475,0,8,10,1,0,0,0
475,0,8,10,1,0,0,0
436,0,5,10,1,0,0,0
1011,0,8,10,1,0,0,0
911,0,5,10,1,0,0,0
475,0,8,10,1,0,0,0
862,0,8,10,1,0,0,0
499,0,5,10,1,0,0,0
994,1,9,10,1,0,0,0
577,1,3,10,1,0,0,0
1021,0,8,10,1,0,0,0
795,0,8,10,1,0,0,0
965,0,8,10,1,0,0,0
930,0,1,10,1,0,0,0
586,0,8,10,1,0,0,0
982,0,8,10,1,0,0,0
461,0,7,10,1,0,0,0
516,0,4,10,1,0,0,0
616,0,9,10,1,0,0,0
748,0,1,10,1,0,0,0
683,1,8,10,1,0,0,0
870,0,5,10,1,0,0,0
870,1,5,10,1,0,0,0
613,0,8,10,1,0,0,0
715,0,8,10,1,0,0,0
1040,0,6,10,1,0,0,0
1040,0,7,10,1,0,0,0
1080,0,8,10,1,0,0,0
1080,1,2,10,1,0,0,0
994,1,2,10,1,0,0,0
1055,0,7,10,1,0,0,0
618,0,8,10,1,0,0,0
1055,1,7,10,1,0,0,0
1055,1,7,10,1,0,0,0
470,1,9,10,1,0,0,0
478,0,5,10,1,0,0,0
1055,1,7,10,1,0,0,0
560,0,8,10,1,0,0,0
535,0,5,10,1,0,0,0
919,1,9,10,1,0,0,0
1099,0,8,10,1,0,0,0
788,0,8,10,1,0,0,0
475,0,5,10,1,0,0,0
786,0,9,10,1,0,0,0
1065,1,8,10,1,0,0,0
1091,0,8,10,1,0,0,0
838,1,9,10,1,0,0,0
653,0,8,10,1,0,0,0
908,0,8,10,1,0,0,0
924,0,1,10,1,0,0,0
946,0,8,10,1,0,0,0
479,0,8,10,1,0,0,0
984,0,5,10,1,0,0,0
1148,0,8,10,1,0,0,0
724,0,8,10,1,0,0,0
910,0,8,10,1,0,0,0
708,0,8,10,1,0,0,0
536,1,8,10,1,0,0,0
536,1,8,10,1,0,0,0
769,0,8,10,1,0,0,0
1057,0,8,10,1,0,0,0
560,0,8,10,1,0,0,0
1057,0,8,10,1,0,0,0
475,1,9,10,1,0,0,0
475,1,9,10,1,0,0,0
475,1,9,10,1,0,0,0
538,0,8,10,1,0,0,0
543,0,8,10,1,0,0,0
810,1,0,10,1,0,0,0
959,0,1,10,1,0,0,0
665,0,8,10,1,0,0,0
1012,0,7,10,1,0,0,0
479,0,8,10,1,0,0,0
698,0,8,10,1,0,0,0
817,0,1,10,1,0,0,0
678,0,8,10,1,0,0,0
615,0,8,10,1,0,0,0
717,0,8,10,1,0,0,0
860,1,5,10,1,0,0,0
545,0,0,10,1,0,0,0
475,1,5,10,1,0,0,0
470,1,5,10,1,0,0,0
656,0,8,10,1,0,0,0
991,1,7,10,1,0,0,0
432,0,8,10,1,0,0,0
1161,0,8,10,1,0,0,0
600,1,2,10,1,0,0,0
660,0,5,10,1,0,0,0
533,0,8,10,1,0,0,0
821,0,8,10,1,0,0,0
1088,0,8,10,1,0,0,0
1032,0,8,10,1,0,0,0
1032,0,8,10,1,0,0,0
533,0,4,10,1,0,0,0
538,0,8,10,1,0,0,0
692,0,8,10,1,0,0,0
673,0,5,10,1,0,0,0
740,0,8,10,1,0,0,0
983,1,8,10,1,0,0,0
907,1,9,10,1,0,0,0
479,0,8,10,1,0,0,0
1047,0,2,10,1,0,0,0
981,0,5,10,1,0,0,0
995,1,2,10,1,0,0,0
1094,1,8,10,1,0,0,0
705,0,8,10,1,0,0,0
541,0,8,10,1,0,0,0
907,1,9,10,1,0,0,0
1165,0,2,10,1,0,0,0
1088,0,8,10,1,0,0,0
907,1,9,10,1,0,0,0
1088,0,8,10,1,0,0,0
669,0,8,10,1,0,0,0
1050,0,8,10,1,0,0,0
488,0,8,10,1,0,0,0
434,0,0,10,1,0,0,0
676,1,9,10,1,0,0,0
928,1,8,10,1,0,0,0
654,0,5,10,1,0,0,0
655,0,5,10,1,0,0,0
794,1,5,10,1,0,0,0
448,0,8,10,1,0,0,0
1014,1,8,10,1,0,0,0
1068,1,4,10,1,0,0,0
729,0,2,10,1,0,0,0
715,0,8,10,1,0,0,0
469,1,0,10,1,0,0,0
860,1,9,10,1,0,0,0
994,1,8,10,1,0,0,0
990,1,8,10,1,0,0,0
990,1,8,10,1,0,0,0
626,1,8,10,1,0,0,0
1019,0,8,10,1,0,0,0
1068,1,5,10,1,0,0,0
950,0,9,10,1,0,0,0
465,1,8,10,1,0,0,0
699,1,8,10,1,0,0,0
545,1,2,10,1,0,0,0
1057,1,1,10,1,0,0,0
481,1,8,10,1,0,0,0
952,0,8,10,1,0,0,0
766,0,1,10,1,0,0,0
486,0,8,10,1,0,0,0
902,1,8,10,1,0,0,0
465,1,9,10,1,0,0,0
1008,0,8,10,1,0,0,0
615,0,5,10,1,0,0,0
790,0,8,10,1,0,0,0
1088,0,9,10,1,0,0,0
710,1,8,10,1,0,0,0
644,0,8,10,1,0,0,0
479,1,7,10,1,0,0,0
789,1,8,10,1,0,0,0
455,0,8,10,1,0,0,0
860,1,9,10,1,0,0,0
566,0,8,10,1,0,0,0
891,1,8,10,1,0,0,0
796,0,8,10,1,0,0,0
1161,0,3,10,1,0,0,0
483,1,9,10,1,0,0,0
476,0,8,10,1,0,0,0
1019,1,8,10,1,0,0,0
457,0,8,10,1,0,0,0
907,0,8,10,1,0,0,0
1021,0,7,10,1,0,0,0
509,1,2,10,1,0,0,0
1070,1,2,10,1,0,0,0
702,1,8,10,1,0,0,0
567,1,2,10,1,0,0,0
680,1,8,10,1,0,0,0
869,0,1,10,1,0,0,0
860,1,9,10,1,0,0,0
1066,1,8,10,1,0,0,0
496,1,8,10,1,0,0,0
994,1,2,10,1,0,0,0
587,0,8,10,1,0,0,0
994,1,2,10,1,0,0,0
902,1,8,10,1,0,0,0
712,0,5,10,1,0,0,0
919,1,9,10,1,0,0,0
660,0,7,10,1,0,0,0
661,0,8,10,1,0,0,0
858,1,2,10,1,0,0,0
503,0,9,10,1,0,0,0
978,1,8,10,1,0,0,0
476,0,8,10,1,0,0,0
937,0,5,10,1,0,0,0
902,1,8,10,1,0,0,0
937,0,8,10,1,0,0,0
120,0,8,10,1,0,0,0
982,1,2,10,1,0,0,0
1032,0,9,10,1,0,0,0
1163,0,8,10,1,0,0,0
484,1,8,10,1,0,0,0
962,0,8,10,1,0,0,0
962,0,8,10,1,0,0,0
778,1,4,10,1,0,0,0
646,1,8,10,1,0,0,0
711,0,8,10,1,0,0,0
1022,1,8,10,1,0,0,0
1086,0,8,10,1,0,0,0
601,1,8,10,1,0,0,0
778,1,9,10,1,0,0,0
778,1,9,10,1,0,0,0
591,1,9,10,1,0,0,0
780,0,8,10,1,0,0,0
540,0,8,10,1,0,0,0
1165,0,9,10,1,0,0,0
1035,0,8,10,1,0,0,0
432,0,8,10,1,0,0,0
1019,0,8,10,1,0,0,0
853,1,2,10,1,0,0,0
449,0,8,10,1,0,0,0
1066,0,8,10,1,0,0,0
633,1,2,10,1,0,0,0
956,0,8,10,1,0,0,0
918,0,9,10,1,0,0,0
439,1,9,10,1,0,0,0
891,1,9,10,1,0,0,0
915,1,8,10,1,0,0,0
908,1,1,10,1,0,0,0
666,0,8,10,1,0,0,0
538,0,8,10,1,0,0,0
860,1,9,10,1,0,0,0
435,1,7,10,1,0,0,0
435,1,7,10,1,0,0,0
994,1,9,10,1,0,0,0
914,1,4,10,1,0,0,0
902,1,8,10,1,0,0,0
860,1,8,10,1,0,0,0
654,0,5,10,1,0,0,0
